Invoice Number, Batch Number,Vendor Name, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
2910143659,201118K,DRAEGER SAFETY UK LIMITED,3,366.60,PROTECTIVE EQUIPT - PARTS,11/26/18,,Technical and Service Support,Emergency Services
2910143831,201118K,DRAEGER SAFETY UK LIMITED,1,802.50,PROTECTIVE EQUIPT - PARTS,11/26/18,802.50,Technical and Service Support,Emergency Services
2910144952,201118K,DRAEGER SAFETY UK LIMITED,1,241.88,PROTECTIVE EQUIPT - PARTS,11/26/18,402.28,Technical and Service Support,Emergency Services
2910144952,201118K,DRAEGER SAFETY UK LIMITED,2,160.40,PROTECTIVE EQUIPT - PARTS,11/26/18,,Technical and Service Support,Emergency Services
2910145048,131118K,DRAEGER SAFETY UK LIMITED,1,"2,781.62",PROTECTIVE EQUIPT - PARTS,11/26/18,"2,781.62",Technical and Service Support,Emergency Services
3177,151118K,LC ENERGY LTD,1,868.88,GAS,11/26/18,868.88,Technical and Service Support,Utilities
3881724443,211118K,COMPUTACENTRE,1,"4,695.84",ACQUISITIONS,11/26/18,"4,695.84",Information and Communication Technology,ICT
39179,211118K,DELTOR COMMUNICATIONS LTD,1,663.00,PRINTING,11/26/18,663.00,Communications,Facilities & Management Services
534268,800122174,SPORTSAFE UK LTD,1,"1,123.08",REACTIVE GYM EQUIPMENT,11/26/18,"1,123.08",Technical and Service Support,Sports & Playground Equipment & Maintenance
534269,800122169,SPORTSAFE UK LTD,1,484.46,REACTIVE GYM EQUIPMENT,11/26/18,484.46,Technical and Service Support,Sports & Playground Equipment & Maintenance
534271,800122176,SPORTSAFE UK LTD,1,"2,975.00",REACTIVE GYM EQUIPMENT,11/26/18,"2,975.00",Technical and Service Support,Sports & Playground Equipment & Maintenance
534330,800122172,SPORTSAFE UK LTD,1,303.18,REACTIVE GYM EQUIPMENT,11/26/18,303.18,Technical and Service Support,Sports & Playground Equipment & Maintenance
5514,201118K,FAHEY BUILDERS LTD,1,"4,950.00",REACTIVE BUILDING FABRIC,11/26/18,"4,950.00",Technical and Service Support,Works - Construction
5515,201118K,FAHEY BUILDERS LTD,1,"2,415.00",REACTIVE SMALL WORKS AND PROJ,11/26/18,"2,415.00",Technical and Service Support,Works - Construction
5516,201118K,FAHEY BUILDERS LTD,1,"2,140.00",REACTIVE BUILDING FABRIC,11/26/18,"2,140.00",Technical and Service Support,Works - Construction
5796950,800122304,GREENHAM TRADING LTD,1,11.80,HYGIENE,11/26/18,296.89,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,2,8.96,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,3,10.70,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,4,1.12,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,5,4.96,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,6,4.90,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,7,9.02,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,8,51.15,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,9,8.94,STATIONERY CONSUMABLES,11/26/18,,Fire Stations (North East),Stationery
5796950,800122304,GREENHAM TRADING LTD,10,24.88,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,11,0.88,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,12,1.44,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,13,0.72,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,14,25.68,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,15,54.05,MEDICAL SUPPLIES,11/26/18,,Fire Stations (North East),Healthcare
5796950,800122304,GREENHAM TRADING LTD,16,12.44,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,17,32.60,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,18,14.40,FOOTWEAR,11/26/18,,Fire Stations (North East),Clothing
5796950,800122304,GREENHAM TRADING LTD,19,8.60,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,20,7.42,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
5796950,800122304,GREENHAM TRADING LTD,21,2.23,HYGIENE,11/26/18,,Fire Stations (North East),Cleaning & Janitorial
6763,211118K,CARPETS & FLOOR COVERS DIRECT,1,"1,229.20",REACTIVE BUILDING FABRIC,11/26/18,"1,229.20",Technical and Service Support,Works - Construction
6793,211118K,CARPETS & FLOOR COVERS DIRECT,1,"1,982.00",REACTIVE BUILDING FABRIC,11/26/18,"1,982.00",Technical and Service Support,Works - Construction
8202,211118V,VIGILANCE PROPERTIES,1,"10,000.00",PREMISES SECURITY,11/26/18,"10,000.00",Technical and Service Support,Facilities & Management Services
8203,211118V,VIGILANCE PROPERTIES,1,"7,500.00",PREMISES SECURITY,11/26/18,"7,500.00",Technical and Service Support,Facilities & Management Services
8204,211118V,VIGILANCE PROPERTIES,1,"5,000.00",PREMISES SECURITY,11/26/18,"5,000.00",Technical and Service Support,Facilities & Management Services
8205,211118V,VIGILANCE PROPERTIES,1,"5,425.00",PREMISES SECURITY,11/26/18,"5,425.00",Technical and Service Support,Facilities & Management Services
89055,201118K,AQA EDUCATION,1,"10,434.15",GENERAL,11/26/18,"10,434.15",Community Safety,Consultancy
9057714662,211118K,ROYAL MAIL,1,317.75,POSTAL SERVICES,11/26/18,317.75,Information and Communication Technology,Mail Services
95121004,211118K,BSI BUSINESS INFORMATION,1,"2,115.00",GENERAL,11/26/18,"2,115.00",Service Improvement,Consultancy
BL05827269,211118K,PITNEY BOWES FINANCE PLC,1,924.57,POSTAL SERVICES,11/26/18,924.57,Information and Communication Technology,Mail Services
CWCB18/0808,701793,CW CONSULTING BOX LTD.,1,450.00,GENERAL,11/26/18,501.45,Corporate Management Team,Consultancy
CWCB18/0808,701793,CW CONSULTING BOX LTD.,2,51.45,PUBLIC TRANSPORT,11/26/18,,Corporate Management Team,Human Resources
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,1,622.43,FUEL,11/26/18,"18,638.23",Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,2,527.85,FUEL,11/26/18,,Procurement,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,3,486.76,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,4,471.84,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,5,459.87,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,6,431.43,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,7,404.90,FUEL,11/26/18,,Central Operations,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,8,366.20,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,9,356.57,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,10,345.37,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,11,341.21,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,12,324.57,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,13,310.90,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,14,310.41,FUEL,11/26/18,,Operational Resilience,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,15,309.34,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,16,307.05,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,17,304.51,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,18,297.49,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,19,296.21,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,20,282.62,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,21,280.67,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,22,279.16,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,23,277.45,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,24,274.31,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,25,272.03,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,26,267.27,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,27,261.23,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,28,255.04,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,29,249.89,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,30,241.26,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,31,241.05,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,32,233.62,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,33,228.89,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,34,219.52,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,35,207.59,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,36,203.54,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,37,203.12,FUEL,11/26/18,,Fire Engineering & Specialist Fire Safety,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,38,197.28,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,39,193.70,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,40,189.76,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,41,177.79,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,42,176.16,FUEL,11/26/18,,Information and Communication Technology,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,43,173.74,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,44,172.70,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,45,170.51,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,46,162.02,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,47,161.74,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,48,159.99,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,49,157.21,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,50,156.35,FUEL,11/26/18,,Command Units,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,51,153.34,FUEL,11/26/18,,Procurement,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,52,150.05,FUEL,11/26/18,,Community Safety,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,53,148.47,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,54,148.23,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,55,147.50,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,56,146.58,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,57,143.95,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,58,143.25,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,59,140.14,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,60,137.66,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,61,132.71,FUEL,11/26/18,,Technical and Service Support,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,62,129.93,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,63,127.82,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,64,124.71,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,65,122.47,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,66,120.02,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,67,119.84,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,68,119.54,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,69,119.23,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,70,116.58,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,71,114.01,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,72,111.82,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,73,110.99,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,74,109.53,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,75,109.33,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,76,105.03,FUEL,11/26/18,,Command Units,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,77,102.66,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,78,99.95,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,79,91.26,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,80,86.23,FUEL,11/26/18,,Operational Policy,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,81,85.00,FUEL,11/26/18,,Command Units,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,82,82.43,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,83,80.17,FUEL,11/26/18,,Command Units,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,84,74.56,FUEL,11/26/18,,Operational Resilience,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,85,72.43,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,86,70.47,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,87,68.01,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,88,64.30,FUEL,11/26/18,,Command Units,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,89,58.33,FUEL,11/26/18,,Community Safety,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,90,57.41,FUEL,11/26/18,,Fire Stations (North East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,91,55.84,FUEL,11/26/18,,Command Units,Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,92,47.91,FUEL,11/26/18,,Fire Stations (South West),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,93,45.83,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,94,31.73,FUEL,11/26/18,,Fire Stations (South East),Vehicle Management
E2010466294,800122334,ALLSTAR BUSINESS SOLUTIONS LTD,95,8.86,FUEL,11/26/18,,Fire Stations (North West),Vehicle Management
I0112701,061118V,METEOROLOGICAL OFFICE,1,"9,908.18",GENERAL,11/26/18,"9,908.18",Control and Mobilising,Consultancy
I10540383,201118K,HALL FUELS,1,"3,278.70",FUEL,11/26/18,"3,278.70",Fire Stations (North West),Vehicle Management
I10540384,201118K,HALL FUELS,1,935.52,FUEL,11/26/18,935.52,Fire Stations (South West),Vehicle Management
INV-3390,800122201,NPS SHOES LTD,1,33.25,FOOTWEAR,11/26/18,"1,090.25",Fire Stations (South West),Clothing
INV-3390,800122201,NPS SHOES LTD,2,33.25,FOOTWEAR,11/26/18,,Fire Stations (South West),Clothing
INV-3390,800122201,NPS SHOES LTD,3,33.25,FOOTWEAR,11/26/18,,Fire Stations (South West),Clothing
