Vendor Name, Batch Number,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department
WM ENGINEERING SERVICES LTD===,171114C,I-4813,1,"1,660.00",TACTICAL DAY TO DAY,20/11/2014,"1,660.00",Technical And Service Support
MERSEYSIDE FCDA===============,271014C,I0016984,1,"2,751.51",FIRE AUTHORITIES,13/11/2014,"2,751.51",National Operational Guidance Project
HALL FUELS,311014C,I07099389,1,"3,084.00",FUEL,06/11/2014,"3,084.00",Operations Fire Stations
HALL FUELS,311014C,I07109043,1,"3,034.30",FUEL,10/11/2014,"3,034.30",Operations Fire Stations
QA LIMITED,701620,ICE310136,1,"1,950.75",PROFESSIONAL DEVELOPMENT,20/11/2014,"1,950.75",Strategy & Performance
QA LIMITED,201114E,ICE315163,1,718,PROFESSIONAL DEVELOPMENT,27/11/2014,718,National Operational Guidance Project
BABCOCK CIVIL INFRASTRUCTURE,301014E,II5000740,1,"2,033.84",STRATEGIC (NON CYCLICAL),06/11/2014,"2,033.84",Technical And Service Support
BABCOCK CIVIL INFRASTRUCTURE,301014E,II5000741,1,"3,428.82",STRATEGIC (NON CYCLICAL),06/11/2014,"3,428.82",Technical And Service Support
LEVEL 3 COMMUNICATIONS UK,281014C,IN006986,1,"45,290.00",MAINTENANCE & SUPPORT,03/11/2014,"45,290.00",Information and Communication Technology
PURDY CONTRACTS LTD,051114C,IN236225,1,"23,750.00",DEVELOPMENT  EXPENSES-CONTRACT,13/11/2014,"23,750.00",Technical and Service Support
PURDY CONTRACTS LTD,051114C,IN236344,1,"23,750.00",DEVELOPMENT  EXPENSES-CONTRACT,13/11/2014,"23,750.00",Technical and Service Support
LEARNING TREE INTERNATIONAL LT,051114C,IN879909,1,"9,450.00",PROFESSIONAL DEVELOPMENT,17/11/2014,"9,450.00",Strategy & Performance
CHILDCARE VOUCHERS LTD========,211114C,INS09678541/307732,1,660.3,CHILDCARE,27/11/2014,660.3,HR Excluding Secondments
GREEN ENERGY PARTNERS LTD,281014E,INV-0031,1,"2,775.00",CONSULTANTS,03/11/2014,"2,775.00",Technical And Service Support
BLUESKY SHAREPOINT CONSULTING,141014G,INV-1413,1,600,CONSULTANTS,03/11/2014,600,National Operational Guidance Project
MUSCO LIGHTING EUROPE LTD=====,121114C,INV0004389,1,"3,853.33",GENERAL,17/11/2014,"3,853.33",Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075256,1,465.78,LEASE CAR CHARGES,13/11/2014,465.78,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075256,2,-40.31,VAT CAR LEASING,13/11/2014,,Finance Services
JCT600 CONTRACTS LIMITED======,140861,INV00075256,3,40.31,LEASE CAR CHARGES,13/11/2014,,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075257,1,365.83,LEASE CAR CHARGES,13/11/2014,365.83,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075257,2,-31.68,VAT CAR LEASING,13/11/2014,,Finance Services
JCT600 CONTRACTS LIMITED======,140861,INV00075257,3,31.68,LEASE CAR CHARGES,13/11/2014,,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075258,1,421.55,LEASE CAR CHARGES,13/11/2014,421.55,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075258,2,-37.27,VAT CAR LEASING,13/11/2014,,Finance Services
JCT600 CONTRACTS LIMITED======,140861,INV00075258,3,37.27,LEASE CAR CHARGES,13/11/2014,,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075259,1,407.92,LEASE CAR CHARGES,13/11/2014,407.92,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075259,2,-36.04,VAT CAR LEASING,13/11/2014,,Finance Services
JCT600 CONTRACTS LIMITED======,140861,INV00075259,3,36.04,LEASE CAR CHARGES,13/11/2014,,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075260,1,381.11,LEASE CAR CHARGES,13/11/2014,381.11,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075260,2,-33.48,VAT CAR LEASING,13/11/2014,,Finance Services
JCT600 CONTRACTS LIMITED======,140861,INV00075260,3,33.48,LEASE CAR CHARGES,13/11/2014,,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075261,1,357.86,LEASE CAR CHARGES,13/11/2014,357.86,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075261,2,-31.78,VAT CAR LEASING,13/11/2014,,Finance Services
JCT600 CONTRACTS LIMITED======,140861,INV00075261,3,31.78,LEASE CAR CHARGES,13/11/2014,,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075262,1,370.39,LEASE CAR CHARGES,13/11/2014,370.39,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075262,2,-32.96,VAT CAR LEASING,13/11/2014,,Finance Services
JCT600 CONTRACTS LIMITED======,140861,INV00075262,3,32.96,LEASE CAR CHARGES,13/11/2014,,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075263,1,419.3,LEASE CAR CHARGES,13/11/2014,419.3,Procurement
JCT600 CONTRACTS LIMITED======,140861,INV00075263,2,-37.89,VAT CAR LEASING,13/11/2014,,Finance Services
JCT600 CONTRACTS LIMITED======,140861,INV00075263,3,37.89,LEASE CAR CHARGES,13/11/2014,,Procurement
JCT600 CONTRACTS LIMITED======,140867,INV00075760,1,"2,182.71",LEASE CAR CHARGES,17/11/2014,"5,690.64",Procurement
JCT600 CONTRACTS LIMITED======,140867,INV00075760,2,"3,507.93",P/PAYMTS-CAR LEASG-RENTAL,17/11/2014,,Finance Services
JCT600 CONTRACTS LIMITED======,140867,INV00075760,3,-487.58,VAT CAR LEASING,17/11/2014,,Finance Services
JCT600 CONTRACTS LIMITED======,140867,INV00075760,4,487.58,LEASE CAR CHARGES,17/11/2014,,Procurement
LYNDA.COM,902468,INV00771567,1,"1,127.99",BOOKS & JOURNALS,14/11/2014,"1,127.99",Communications
OPP LTD=======================,171114C,INV0528165,1,801.4,ASSESSMENTS,27/11/2014,801.4,HR Excluding Secondments
EDE'S (UK) LTD================,141114C,INV13667,1,"2,600.00",PROF FEES-MISCELLANEOUS,20/11/2014,"3,100.00",Technical and Service Support
EDE'S (UK) LTD================,141114C,INV13667,2,500,PROF FEES-MISCELLANEOUS,20/11/2014,,Technical and Service Support
SKYGUARD LTD,041114E,INV9246,1,"1,701.70",OPERATIONAL EQUIP-PURCHASE,20/11/2014,"1,701.70",Regulatory Fire Safety
LEX AUTOLEASE,140880,IRIN369272,1,"2,250.03",LEASE CAR CHARGES,27/11/2014,"5,069.52",Procurement
LEX AUTOLEASE,140880,IRIN369272,2,"2,819.49",P/PAYMTS-CAR LEASG-RENTAL,27/11/2014,,Finance Services
LEX AUTOLEASE,140880,IRIN369272,3,-454.9,VAT CAR LEASING,27/11/2014,,Finance Services
LEX AUTOLEASE,140880,IRIN369272,4,454.9,LEASE CAR CHARGES,27/11/2014,,Procurement
LEX AUTOLEASE,140867,IRIN370201,1,"2,147.31",LEASE CAR CHARGES,17/11/2014,"5,024.16",Procurement
LEX AUTOLEASE,140867,IRIN370201,2,"2,876.85",P/PAYMTS-CAR LEASG-RENTAL,17/11/2014,,Finance Services
LEX AUTOLEASE,140867,IRIN370201,3,-450.36,VAT CAR LEASING,17/11/2014,,Finance Services
LEX AUTOLEASE,140867,IRIN370201,4,450.36,LEASE CAR CHARGES,17/11/2014,,Procurement
LEX AUTOLEASE,140867,IRIN370724,1,"1,855.24",LEASE CAR CHARGES,17/11/2014,"4,397.16",Procurement
LEX AUTOLEASE,140867,IRIN370724,2,"2,541.92",P/PAYMTS-CAR LEASG-RENTAL,17/11/2014,,Finance Services
LEX AUTOLEASE,140867,IRIN370724,3,-381.92,VAT CAR LEASING,17/11/2014,,Finance Services
LEX AUTOLEASE,140867,IRIN370724,4,381.92,LEASE CAR CHARGES,17/11/2014,,Procurement
LEX AUTOLEASE,140867,IRIN370738,1,"1,365.85",LEASE CAR CHARGES,17/11/2014,"3,237.24",Procurement
LEX AUTOLEASE,140867,IRIN370738,2,"1,871.39",P/PAYMTS-CAR LEASG-RENTAL,17/11/2014,,Finance Services
LEX AUTOLEASE,140867,IRIN370738,3,-281.94,VAT CAR LEASING,17/11/2014,,Finance Services
LEX AUTOLEASE,140867,IRIN370738,4,281.94,LEASE CAR CHARGES,17/11/2014,,Procurement
LEX AUTOLEASE,140867,IRIN371250,1,"1,888.81",LEASE CAR CHARGES,17/11/2014,"4,535.64",Procurement
LEX AUTOLEASE,140867,IRIN371250,2,"2,646.83",P/PAYMTS-CAR LEASG-RENTAL,17/11/2014,,Finance Services
LEX AUTOLEASE,140867,IRIN371250,3,-400.34,VAT CAR LEASING,17/11/2014,,Finance Services
LEX AUTOLEASE,140867,IRIN371250,4,400.34,LEASE CAR CHARGES,17/11/2014,,Procurement
BENNETT MECHANICAL SERVICES LT,191114C,L5012,1,"2,906.41",DEVELOPMENT  EXPENSES-CONTRACT,24/11/2014,"2,906.41",Technical and Service Support
BLUE3 (LONDON) LTD OPERATING,191114C,LFB-ISP-010,1,"3,852.52",DAY TO DAY MINOR IMPS,24/11/2014,"3,852.52",Property PFI
SMITH O'SULLIVAN LTD.=========,191114C,LFB/NKF/004,1,755.53,STRATEGIC (NON CYCLICAL),24/11/2014,755.53,Technical and Service Support
UNIVERSITY OF ST ANDREWS,041114E,LONDONFIRE 2014/15,1,"2,080.00",PROFESSIONAL DEVELOPMENT,10/11/2014,"2,080.00",HR Excluding Secondments
E&S B DAVIS LTD,111114E,LTD/52248,1,540,OPERATIONAL EQUIP-PURCHASE,17/11/2014,540,Operations Fire Stations
E&S B DAVIS LTD,121114C,LTD/52876,1,180,OPERATIONAL EQUIP-PURCHASE,17/11/2014,540,Operations Fire Stations
E&S B DAVIS LTD,121114C,LTD/52876,2,180,OPERATIONAL EQUIP-PURCHASE,17/11/2014,,Operations Fire Stations
E&S B DAVIS LTD,121114C,LTD/52876,3,180,OPERATIONAL EQUIP-PURCHASE,17/11/2014,,Operations Fire Stations
COFELY WORKPLACE LIMITED,141114C,M127425,1,218.37,TACTICAL DAY TO DAY,20/11/2014,"7,676.57",Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,2,703,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,3,"1,063.82",TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,4,220,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,5,88.43,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,6,28.08,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,7,202.96,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,8,175.38,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,9,47.16,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,10,286.76,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,11,835.41,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,12,365.83,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,13,919.05,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,14,139.19,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,15,54.59,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,16,110,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,17,150.27,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,18,165,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,19,17.69,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,20,224.4,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,21,165,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,22,135.85,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,23,36.78,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,24,165,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,25,749.54,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,26,51.4,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,27,117.37,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,28,47.16,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,29,165,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,141114C,M127425,30,28.08,TACTICAL DAY TO DAY,20/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128495,1,935,TACTICAL DAY TO DAY,24/11/2014,"2,494.90",Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128495,2,242,TACTICAL DAY TO DAY,24/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128495,3,344.31,TACTICAL DAY TO DAY,24/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128495,4,19.88,TACTICAL DAY TO DAY,24/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128495,5,132,TACTICAL DAY TO DAY,24/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128495,6,13.18,TACTICAL DAY TO DAY,24/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128495,7,26.51,TACTICAL DAY TO DAY,24/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128495,8,26.51,TACTICAL DAY TO DAY,24/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128495,9,45.61,TACTICAL DAY TO DAY,24/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128495,10,10.14,TACTICAL DAY TO DAY,24/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128495,11,19.88,TACTICAL DAY TO DAY,24/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128495,12,308,TACTICAL DAY TO DAY,24/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128495,13,371.88,TACTICAL DAY TO DAY,24/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,191114C,M128500,1,249.81,STRATEGIC (NON CYCLICAL),24/11/2014,316.26,Technical and Service Support
COFELY WORKPLACE LIMITED,191114C,M128500,2,66.45,STRATEGIC (NON CYCLICAL),24/11/2014,,Technical and Service Support
COFELY WORKPLACE LIMITED,191114C,M129771,1,"2,134.22",STRATEGIC (NON CYCLICAL),24/11/2014,"2,134.22",Technical and Service Support
COFELY WORKPLACE LIMITED,301014E,M131281,1,"55,518.54",STRATEGIC (CYCLICAL),06/11/2014,"78,321.26",Technical And Service Support
COFELY WORKPLACE LIMITED,301014E,M131281,2,756.39,STRATEGIC (CYCLICAL),06/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,301014E,M131281,3,"21,666.30",TACTICAL DAY TO DAY,06/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,301014E,M131281,4,380.03,TACTICAL DAY TO DAY,06/11/2014,,Technical And Service Support
COFELY WORKPLACE LIMITED,301014E,M131569,1,485.78,STRATEGIC (NON CYCLICAL),06/11/2014,485.78,Technical and Service Support
COFELY WORKPLACE LIMITED,271014C,M132055,1,"2,845.56",STRATEGIC (NON CYCLICAL),06/11/2014,"2,845.56",Technical and Service Support
COFELY WORKPLACE LIMITED,301014E,M132056,1,"2,642.24",STRATEGIC (NON CYCLICAL),06/11/2014,"2,642.24",Technical and Service Support
COFELY WORKPLACE LIMITED,271014C,M132057,1,302.85,STRATEGIC (NON CYCLICAL),06/11/2014,302.85,Technical and Service Support
COFELY WORKPLACE LIMITED,271014C,M132058,1,"1,338.06",STRATEGIC (NON CYCLICAL),06/11/2014,"1,338.06",Technical and Service Support
COFELY WORKPLACE LIMITED,271014C,M132060,1,"1,129.91",STRATEGIC (NON CYCLICAL),06/11/2014,"1,129.91",Technical and Service Support
CANNON'S MSA LTD,061114C,NV1078528,1,299.95,TACTICAL DAY TO DAY,13/11/2014,299.95,Technical And Service Support
KITE PACKAGING LTD,041114E,OP/I139666,1,185.4,RADIO,20/11/2014,340.51,Information and Communication Technology
KITE PACKAGING LTD,041114E,OP/I139666,2,84.25,RADIO,20/11/2014,,Information and Communication Technology
KITE PACKAGING LTD,041114E,OP/I139666,3,70.86,RADIO,20/11/2014,,Information and Communication Technology
PHOENIX SOFTWARE LTD==========,031114G,OP/I737172,1,"1,100.00",MAINTENANCE & SUPPORT,06/11/2014,"1,100.00",National Operational Guidance Project
PHOENIX SOFTWARE LTD==========,031114G,OP/I737391,1,"1,386.00",MAINTENANCE & SUPPORT,06/11/2014,"1,386.00",Information and Communication Technology
PHOENIX SOFTWARE LTD==========,171114C,OP/I740305,1,"3,000.00",MAINTENANCE & SUPPORT,20/11/2014,"3,000.00",Information and Communication Technology
KCOM GROUP====================,221014C,PA171226,1,"5,761.42",DEVELOPMT  EXP-COMPUTER CABLES,03/11/2014,"13,995.76",Technical and Service Support
KCOM GROUP====================,221014C,PA171226,2,"3,741.00",DEVELOPMT  EXP-COMPUTER CABLES,03/11/2014,,Technical and Service Support
KCOM GROUP====================,221014C,PA171226,3,"1,734.25",DEVELOPMT  EXP-COMPUTER CABLES,03/11/2014,,Technical and Service Support
KCOM GROUP====================,221014C,PA171226,4,781.82,DEVELOPMT  EXP-COMPUTER CABLES,03/11/2014,,Technical and Service Support
KCOM GROUP====================,221014C,PA171226,5,727.27,DEVELOPMT  EXP-COMPUTER CABLES,03/11/2014,,Technical and Service Support
KCOM GROUP====================,221014C,PA171226,6,"1,250.00",DEVELOPMT  EXP-COMPUTER CABLES,03/11/2014,,Technical and Service Support
LONDON PENSIONS FUND AUTHORITY,902470,PENSION OCT 2014,2,"333,500.00",PENSION PAST SERVICE COSTS,21/11/2014,"333,500.00",Central Finance
ETC VENUES LTD================,141114C,PH-93380,1,698.55,CONSULTANTS,20/11/2014,698.55,Review of Property Services
PILLINGER CONTROLS LTD========,311014C,PI73267,1,"3,525.33",STRATEGIC (NON CYCLICAL),06/11/2014,"3,525.33",Technical and Service Support
SAFETYNET SOLUTIONS LIMITED===,311014C,PSI-0022763,1,588,PREMISES SECURITY,06/11/2014,598,Technical And Service Support
SAFETYNET SOLUTIONS LIMITED===,311014C,PSI-0022763,2,10,PREMISES SECURITY,06/11/2014,,Technical And Service Support
BABCOCK TRAINING LTD,902469,PTSI011519,1,"1,246,598.10",TRAINING CONTRACT,19/11/2014,"1,517,736.20",HR Excluding Secondments
BABCOCK TRAINING LTD,902469,PTSI011519,2,"271,138.10",TRAINING CONTRACT,19/11/2014,,HR Excluding Secondments
PULLMAN MOTORS================,061114C,PULL251,1,330,INSPECTIONS,13/11/2014,330,Procurement
PULLMAN MOTORS================,061114C,PULL252,1,"3,600.00",OPERATIONAL EQUIP-PURCHASE,13/11/2014,"3,600.00",Procurement
PULLMAN MOTORS================,061114C,PULL253,1,450,INSPECTIONS,13/11/2014,450,Procurement
PULLMAN MOTORS================,061114C,PULL254,1,"1,100.00",OPERATIONAL EQUIP-PURCHASE,13/11/2014,"1,100.00",Procurement
ARVAL UK LTD,140867,R10001440061,1,"2,359.77",LEASE CAR CHARGES,20/11/2014,"6,108.62",Procurement
ARVAL UK LTD,140867,R10001440061,2,"3,748.85",P/PAYMTS-CAR LEASG-RENTAL,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440061,3,-523.17,VAT CAR LEASING,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440061,4,523.17,LEASE CAR CHARGES,20/11/2014,,Procurement
ARVAL UK LTD,140867,R10001440175,1,"1,319.06",LEASE CAR CHARGES,20/11/2014,"3,619.99",Procurement
ARVAL UK LTD,140867,R10001440175,2,"2,300.93",P/PAYMTS-CAR LEASG-RENTAL,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440175,3,-318.54,VAT CAR LEASING,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440175,4,318.54,LEASE CAR CHARGES,20/11/2014,,Procurement
ARVAL UK LTD,140867,R10001440180,1,418.58,LEASE CAR CHARGES,20/11/2014,418.58,Procurement
ARVAL UK LTD,140867,R10001440180,2,-33.3,VAT CAR LEASING,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440180,3,33.3,LEASE CAR CHARGES,20/11/2014,,Procurement
ARVAL UK LTD,140867,R10001440181,1,398.2,LEASE CAR CHARGES,20/11/2014,398.2,Procurement
ARVAL UK LTD,140867,R10001440181,2,-34.16,VAT CAR LEASING,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440181,3,34.16,LEASE CAR CHARGES,20/11/2014,,Procurement
ARVAL UK LTD,140867,R10001440182,1,309.02,LEASE CAR CHARGES,20/11/2014,309.02,Procurement
ARVAL UK LTD,140867,R10001440182,2,-25.01,VAT CAR LEASING,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440182,3,25.01,LEASE CAR CHARGES,20/11/2014,,Procurement
ARVAL UK LTD,140867,R10001440183,1,380.74,LEASE CAR CHARGES,20/11/2014,380.74,Procurement
ARVAL UK LTD,140867,R10001440183,2,-30.18,VAT CAR LEASING,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440183,3,30.18,LEASE CAR CHARGES,20/11/2014,,Procurement
ARVAL UK LTD,140867,R10001440184,1,312.59,LEASE CAR CHARGES,20/11/2014,312.59,Procurement
ARVAL UK LTD,140867,R10001440184,2,-26.21,VAT CAR LEASING,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440184,3,26.21,LEASE CAR CHARGES,20/11/2014,,Procurement
ARVAL UK LTD,140867,R10001440185,1,"1,910.90",LEASE CAR CHARGES,20/11/2014,"4,529.08",Procurement
ARVAL UK LTD,140867,R10001440185,2,"2,618.18",P/PAYMTS-CAR LEASG-RENTAL,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440185,3,-379.56,VAT CAR LEASING,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440185,4,379.56,LEASE CAR CHARGES,20/11/2014,,Procurement
ARVAL UK LTD,140867,R10001440186,1,"1,493.56",LEASE CAR CHARGES,20/11/2014,"3,539.92",Procurement
ARVAL UK LTD,140867,R10001440186,2,"2,046.36",P/PAYMTS-CAR LEASG-RENTAL,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440186,3,-283.41,VAT CAR LEASING,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440186,4,283.41,LEASE CAR CHARGES,20/11/2014,,Procurement
ARVAL UK LTD,140867,R10001440187,1,"2,050.18",LEASE CAR CHARGES,20/11/2014,"5,345.11",Procurement
ARVAL UK LTD,140867,R10001440187,2,"3,294.93",P/PAYMTS-CAR LEASG-RENTAL,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440187,3,-472.84,VAT CAR LEASING,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440187,4,472.84,LEASE CAR CHARGES,20/11/2014,,Procurement
ARVAL UK LTD,140867,R10001440188,1,"1,436.92",LEASE CAR CHARGES,20/11/2014,"3,298.59",Procurement
ARVAL UK LTD,140867,R10001440188,2,"1,861.67",P/PAYMTS-CAR LEASG-RENTAL,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440188,3,-283.28,VAT CAR LEASING,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440188,4,283.28,LEASE CAR CHARGES,20/11/2014,,Procurement
ARVAL UK LTD,140867,R10001440189,1,"1,811.97",LEASE CAR CHARGES,20/11/2014,"4,724.07",Procurement
ARVAL UK LTD,140867,R10001440189,2,"2,912.10",P/PAYMTS-CAR LEASG-RENTAL,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440189,3,-396.05,VAT CAR LEASING,20/11/2014,,Finance Services
ARVAL UK LTD,140867,R10001440189,4,396.05,LEASE CAR CHARGES,20/11/2014,,Procurement
LEX AUTOLEASE,140867,RAIN188500,1,"3,801.76",LEASE CAR CHARGES,17/11/2014,"4,920.72",Procurement
LEX AUTOLEASE,140867,RAIN188500,2,"1,118.96",P/PAYMTS-CAR LEASG-RENTAL,17/11/2014,,Finance Services
