,,,,,,,,,,,,,,,,,,,,,,,,,,
Ref No,Contract Title,Department,Team Name,Contract Owner,CPS allocated to,Term Contract,OJEU,Awarded,Has ext option,Expired,Service Type,Budget Implications,Actual Cost,Est Cost ,Cost variance,Duration  (months),Extended,Ext post contract,Auth to tender,Framework agreement,Initial start date,Initial end date,Ext start date,Ext end date,Actual exp date,Contracts awarded to
5137,Installation of two replacement direct fired hot water boilers,Technical and Service Support,Leavers,Robert Pemberton,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 31,767","£ 20,000","£ 11,767",1,No,No,Delegated Authority,,05/01/2010,02/02/2010,,,02/02/2010, EPS Group Ltd.
5136,Boiler and Heating Installation Renewal,Technical and Service Support,Property Project Delivery,Gillian Hazlett,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 107,020","£ 176,620","(£ 69,600)",3,No,No,Standing Order,,20/01/2010,20/04/2010,,,20/04/2010, Bennett Mechanical Services
5135,Design Consultancy Services,Communications,Internal Communications and Events,Justina Leitao,Not allocated,,No,Yes,Yes,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,36,No,No,Committee Decision,Authority ,01/03/2010,28/02/2013,,,28/02/2013," E Christian & Co Ltd T/A EC Group, Morning Limited, Vimit Punater, Design Study Limited, Crispin Hughes, Studio Muse, Bright Light Communications Ltd, Butcher & Gundersen Ltd, Em-Project Limited, Higher Ground Creative, Rowan O'Duffy, Sign Graphic Design"
5134,New Direct Fired Hot Water Boiler,Technical and Service Support,Property Project Delivery,Vincent Bagatta,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 20,183","£ 15,000","£ 5,183",2,No,No,Standing Order,,01/02/2010,19/03/2010,,,19/03/2010, Mid Essex Heating (London) Ltd
5133,New Direct Fired Hot Water Boiler,Technical and Service Support,Property Project Delivery,Vincent Bagatta,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 24,328","£ 15,000","£ 9,328",1,No,No,Standing Order,,09/02/2010,12/03/2010,,,12/03/2010, EPS Group Ltd
5132,"BA recharge, suit testing and driver training facilities",Technical and Service Support,Agency Leavers,Bryan Beard,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 860,994","£ 1,060,000","(£ 199,006)",7,No,No,Budget Holder Approval,,01/03/2010,30/09/2010,,,30/09/2010, Frencon Construction Ltd
5131,Supply of Flavia machine consumables and ancillary products,Procurement,Agency Leavers,V HONEY,Not allocated,,No,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 30,000","£ 30,000",£ 0,24,No,No,Budget Holder Approval,TfL,14/09/2009,14/09/2011,,,14/09/2011, Seymour Valentine Limited
5130,Window Replacement,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 65,638","£ 60,000","£ 5,638",1,No,No,Standing Order,,12/04/2010,30/04/2010,,,30/04/2010, Aspen Windows Ltd
5129,Provision of Merchandising and Promotional Items,Procurement,Corporate Procurement Services,Ian Mcdonell,Not allocated,,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 88,000","£ 300,000","(£ 212,000)",36,Yes,No,Committee Decision,,03/05/2010,02/05/2013,,02/05/2014,02/05/2014, Get Yourself Noticed Ltd
5128,Window Replacement,Technical and Service Support,Leavers,Ian Stewart,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 40,078","£ 81,935","(£ 41,857)",2,No,No,Delegated Authority,,23/01/2010,31/03/2010,,,31/03/2010, Prima Systems South East Ltd
5127,Impact Assessments,Information and Communications Technology ,Leavers,Sally Devine,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 18,300","£ 20,000","(£ 1,700)",3,No,No,Budget Holder Approval,ICT Services 2007,10/01/2010,01/04/2010,,,01/04/2010, Actica Consulting Ltd
5126,Undertakings to carry out works under RM 2006,Technical and Service Support,Leavers,Peter Merrick,Not allocated,,No,Yes,No,Yes,Works,Expenditure,£ 0,£ 0,£ 0,48,No,No,Committee Decision,,30/10/2009,29/10/2013,,,29/10/2013," Acorn Mechanical Services Ltd., Amey Mechanical & Electrical Services Ltd., ARG Contracts Ltd., Aria Building Services Ltd T/A Aria Climate Systems, Arkas Limited, Beaumont Ltd., Bennett Mechanical Services, C & S Heating Ltd., C.B.S. Maintenance Services Ltd., Cemplas W & CR Limited, Collins (Contractors) Ltd., Concrete Repairs Limited, CRS Roofing Contractors, C.W. Gosling Ltd., EPS Group Limited, FM Conway Ltd, Four Square Asphalt Co. Ltd, Giles Contract Services, J & C Builders, Kier Facilities Services Limited, Kirkman and Jourdain Ltd, Lakehouse Contracts Ltd, Lovelock & Taylour Limited, Mid Essex Heating (London) Ltd, Mindgrade Ltd, Norland UK Services, Pillinger Controls Ltd, P.J. Harte (Decorating Contractors) Ltd., Primo Facilities Management Ltd, Purdy Contracts Ltd, R.J. Holland Ltd, Richco Limited, Riley Flooring Co. (London) Ltd., Safeguard Pest Control and Environmental Services Ltd, Silverdell UK Ltd., T Brown Group, T.E. Beach (Contractors) Ltd, The Waterflow Group plc, Thomas Sinden Ltd, Tower Asphalt Ltd, W. Portsmouth & Co. Ltd, Waltham Forest Engineering Ltd, Watson & May Ltd"
5125,Geotechnical and Environmental Surveys for the Property PFI Project,Technical and Service Support,Agency Leavers,L GRIMWOOD,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 95,231","£ 100,000","(£ 4,769)",12,No,No,Committee Decision,,11/01/2010,06/01/2011,,,06/01/2011, Campbell Reith Hill LLP
5124,Provision of e-HR Technical Requirements Analysis,Information and Communications Technology ,Leavers,Sally Devine,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 17,250","£ 20,000","(£ 2,750)",1,No,No,Budget Holder Approval,LFB,25/11/2009,20/12/2009,,,20/12/2009, Mentis Management Consultants Ltd
5123,Supply of jackets and T-shirts for Inter-Liaison Officers ,Procurement,Leavers,Emma Rice,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,12,No,No,Head of Procurement approval for single tender action,,01/11/2009,31/10/2010,,,31/10/2010, Keela International Limited
5122,Electrical Adaptations to Essential Services,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 81,989","£ 121,645","(£ 39,656)",5,No,No,Standing Order,,16/01/2010,31/05/2010,,,31/05/2010, McGoff & Vickers Ltd
5121,Renewal of Appliance Bay Floor,Technical and Service Support,Leavers,Ian Stewart,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 77,690","£ 68,000","£ 9,690",2,No,No,Delegated Authority,,22/02/2010,27/04/2010,,,27/04/2010, Richco Limited
5120,Renewal of Appliance Bay Doors,Technical and Service Support,Property Project Delivery,John Bridger,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 24,255","£ 35,000","(£ 10,745)",1,No,No,Delegated Authority,,20/11/2009,20/12/2009,,,20/12/2009, Jewers Doors Ltd
5119,Mechanical & Electrical Fire Safety Works ,Technical and Service Support,Agency Leavers,Bryan Beard,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 7,990","£ 14,000","(£ 6,010)",1,No,No,Delegated Authority,,08/01/2010,02/02/2010,,,02/02/2010, Philton Fire and Security Ltd
5118,Building Fire Safety Works ,Technical and Service Support,Agency Leavers,Bryan Beard,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 27,947","£ 46,180","(£ 18,233)",2,No,No,Delegated Authority,,15/12/2009,15/02/2010,,,15/02/2010, Kirkman & Jourdain Ltd
5117,Mechanical & Electrical Fire Safety Works ,Technical and Service Support,Agency Leavers,Bryan Beard,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 27,074","£ 26,850",£ 224,2,No,No,Delegated Authority,,24/01/2010,15/03/2010,,,15/03/2010, Gilbert & Stamper Ltd
5116,E-consultation services,Communications,Internal Communications and Events,Marianne Saabye,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 15,200","£ 15,000",£ 200,12,No,No,Budget Holder Approval,,01/11/2009,31/10/2010,,,31/10/2010, Delib Ltd.
5115,Provision of Large Goods Vehicle Driver Training,Operational Resilience and Training Directorate,External - Course Scheduling Team (Babcock),Barry Moses,Not allocated,,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 2,000,000","£ 1,000,000","£ 1,000,000",24,No,No,Committee Decision,,01/04/2010,31/03/2012,,,31/03/2012," Legal & Financial Ltd. , Roadtrain Driver Training London Ltd, National Driving Centre"
5114,Renewal of Front Appliance Bay Doors,Technical and Service Support,Property Project Delivery,John Bridger,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 22,415","£ 35,000","(£ 12,585)",1,No,No,Standing Order,,01/12/2009,14/12/2009,,,14/12/2009, Jewers Doors Ltd
5113,Renewal of Front and Rear Appliance Bay Doors,Technical and Service Support,Property Project Delivery,John Bridger,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 31,995","£ 45,000","(£ 13,005)",1,No,No,Standing Order,,15/11/2009,30/11/2009,,,30/11/2009, Jewers Doors Ltd
5112,Provision of a Security Risk Assessment for Mobile Working for Fire Safety Inspections,Information and Communications Technology ,Leavers,Sally Devine,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 12,300","£ 15,000","(£ 2,700)",1,No,No,Budget Holder Approval,Authority ICT,02/11/2009,07/12/2009,,,07/12/2009, Actica Consulting Ltd
5111,Boiler Replacement,Technical and Service Support,Agency Leavers,James Southern,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 162,220","£ 142,800","£ 19,420",3,No,No,Standing Order,,08/02/2010,20/04/2010,,,20/04/2010, Bennett Mechanical Services
5110,'Tribal (Enterprise)' Electronic Stock Condition Surveys (phases 1&2 revised version),Technical and Service Support,Property Project Delivery,David Attfield,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 50,000","£ 50,000",£ 0,2,No,No,Standing Order,,05/01/2011,05/03/2011,,,05/03/2011, Property Data Solutions Ltd
5109,Replacement of Appliance Bay Floor and Associated Works,Technical and Service Support,Leavers,Ian Stewart,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 73,422","£ 75,000","(£ 1,578)",2,No,No,Standing Order,,14/12/2009,05/02/2010,,,05/02/2010, Richco Limited
5108,Logistics and Related Functions Review,Procurement,Leavers,Emma Rice,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 48,000","£ 48,000",£ 0,6,No,No,Budget Holder Approval,ESPO 664,01/01/2010,30/06/2010,,,30/06/2010, Mott MacDonald Limited
5107,New Build,Technical and Service Support,Leavers,Peter Stanning,Not allocated,,Yes,Yes,No,Yes,Works,Expenditure,"£ 4,899,961","£ 5,524,265","(£ 624,304)",18,No,No,Committee Decision,,06/04/2010,04/10/2011,,,04/10/2011, Lakehouse Contracts Ltd
5106,Intranet user and stakeholder engagement services,Communications,Leavers,Susan Quain,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 15,480","£ 15,000",£ 480,3,No,No,Head of Procurement approval for single tender action,,30/09/2009,15/12/2009,,,15/12/2009, Engage Group Ltd.
5104,Property PFI Project - Ecology survey consultancy services,Technical and Service Support,Property Operations Management,James Evans,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 5,513","£ 15,000","(£ 9,487)",12,No,No,Delegated Authority,,19/10/2009,18/10/2010,,,18/10/2010, MKA Ecology Limited
5103,Installation of Temporary Heating Scheme,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 8,017","£ 11,500","(£ 3,483)",1,No,No,Delegated Authority,,20/11/2009,20/12/2009,,,20/12/2009, Amey Mechanical & Electrical Services Ltd
5100,Supply and Delivery of IT Internal Audit Consultancy Services,Procurement,Agency Leavers,V HONEY,Not allocated,,No,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 37,000","£ 37,000",£ 0,36,No,No,Head of Procurement approval for single tender action,ESPO 664,01/10/2009,31/03/2012,,,31/03/2012, RSM Bentley Jennison
5099,Mechanical & Electrical Fire Safety Works ,Technical and Service Support,Property Project Delivery,Gillian Hazlett,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 27,714","£ 31,050","(£ 3,336)",3,No,No,Delegated Authority,,07/01/2010,01/04/2010,,,01/04/2010, Kent M & E Contracts Ltd
5098,Installation of Lightning Protection Systems,Technical and Service Support,Property Project Delivery,John Allen,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 97,387","£ 150,000","(£ 52,613)",3,No,No,Standing Order,,09/11/2009,19/02/2010,,,19/02/2010, CJS (Eastern) Ltd
5097,Hire and servicing of boat from Metropolitan Police,Operational Resilience and Training Directorate,Leavers,Neil Withers,Not allocated,,No,Yes,Yes,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,3,No,No,Head of Procurement approval for single tender action,,01/09/2009,30/11/2009,,,30/11/2009, Metropolitan Police (Transport Services Department)
5096,Fire Safety Works (Electrical),Technical and Service Support,Agency Leavers,Bryan Beard,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 17,897","£ 16,750","£ 1,147",1,No,No,Standing Order,,08/02/2010,05/03/2010,,,05/03/2010, Lovelock & Taylour Ltd
5094,Conservation Works,Technical and Service Support,Property Project Delivery,David Attfield,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 57,896","£ 55,000","£ 2,896",2,No,No,Standing Order,,02/11/2009,14/12/2009,,,14/12/2009, Szerelmey Restoration Ltd
5093,Yard Enhancement,Technical and Service Support,Agency Leavers,L GRIMWOOD,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 474,652","£ 470,821","£ 3,831",6,No,No,Committee Decision,,01/12/2009,01/06/2010,,,01/06/2010, FM Conway Ltd
5092,Lighting controls and energy efficient re-lamping,Technical and Service Support,Agency Leavers,A FRANK,Not allocated,,Yes,Yes,No,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,5,No,No,Committee Decision,,31/10/2009,31/03/2010,,,31/03/2010, ICEL Group Ltd.
5091,Boiler Replacement,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 112,350","£ 82,500","£ 29,850",3,No,No,Standing Order,,26/10/2009,08/01/2010,,,08/01/2010, H & V Building Services
5090,Window Replacement,Technical and Service Support,Agency Leavers,James Southern,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 65,086","£ 153,000","(£ 87,914)",3,No,No,Standing Order,,24/11/2009,02/02/2010,,,02/02/2010, Kindlelight Ltd
5089,Workwear Clothing - T-Shirts and Shirts ,Procurement,Leavers,Emma Rice,Not allocated,,No,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 60,750","£ 64,000","(£ 3,250)",12,No,No,Budget Holder Approval,,01/12/2009,30/11/2010,,,30/11/2010," Burlington Uniforms Limited, Hunter Apparel Solutions Ltd"
5088,Boiler Room & Heating Upgrades ,Technical and Service Support,Property Project Delivery,Gillian Hazlett,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 211,692","£ 260,000","(£ 48,308)",2,No,No,Standing Order,,08/12/2009,16/02/2010,,,16/02/2010, REAM Contracts
5085,"The Provision, Installation and Maintenance of a Method of Entry (MOE) Training ",Operational Resilience and Training Directorate,Budget,Kavita Chatterjee,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 107,475","£ 21,500","£ 85,975",60,No,No,Head of Procurement approval for single tender action,,01/10/2009,30/09/2014,,,30/09/2014, Sigma Bauchop Services Ltd.
5082,Refurbishment of Shower Facilities and Replacement of Calorifier,Technical and Service Support,Leavers,Ian Stewart,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 64,967","£ 40,000","£ 24,967",1,No,No,Standing Order,,10/01/2010,10/02/2010,,,10/02/2010, Amey Community Ltd
5080,Installation of new water main,Technical and Service Support,Property Project Delivery,David Attfield,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 17,017","£ 24,000","(£ 6,983)",1,No,No,Standing Order,,05/10/2009,30/10/2009,,,30/10/2009, EPS Projects Ltd.
5079,Mechanical & Electrical Fire Safety Works ,Technical and Service Support,Agency Leavers,Bryan Beard,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 15,436","£ 67,500","(£ 52,064)",1,No,No,Standing Order,,20/11/2009,20/11/2009,,,20/11/2009, Lovelock & Taylour
5078,Mechanical & Electrical Fire Safety Works ,Technical and Service Support,Agency Leavers,Bryan Beard,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 18,955","£ 38,800","(£ 19,845)",1,No,No,Delegated Authority,,20/10/2009,20/11/2009,,,20/11/2009, Lovelock & Taylour Ltd
5077,Supply of Role Markings for Firefighting Personal Protective Equipment,Procurement,Corporate Procurement Services,Ian Mcdonell,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 45,000","£ 30,000","£ 15,000",72,Yes,No,Standing Order,,01/10/2009,30/09/2015,30/09/2015,30/09/2017,, Stitch-Tech Ltd.
5076,Internal Bathroom Alternation Works ,Technical and Service Support,Property Project Delivery,Gillian Hazlett,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 37,654","£ 30,000","£ 7,654",1,No,No,Delegated Authority,,28/09/2009,30/10/2009,,,30/10/2009, Collins (Contractors) Ltd
5075,Provison of Role Play Actors,Operational Resilience and Training Directorate,Budget,Kavita Chatterjee,Not allocated,,No,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 61,816","£ 20,000","£ 41,816",19,Yes,No,Standing Order,,01/09/2009,31/03/2011,,31/03/2012,31/03/2012, Dramanon LLP
5074,Property PFI Planning Advisor ,Technical and Service Support,Leavers,Paula Burns,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 130,000","£ 130,000",£ 0,31,No,No,Delegated Authority,,01/09/2009,31/03/2012,,,31/03/2012, Broadway Malyan Limited
5073,Leadership Programme- design and delivery of workshops to launch and implement the programme,Human Resources Management,Leavers,James Robinson,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 135,776","£ 100,000","£ 35,776",1,No,No,Standing Order,,01/02/2010,28/02/2010,,,28/02/2010, Ways HR Consulting Ltd.
5072,Provision of Facilities to Host a Residential Training Course in Enhanced Urban Search and Rescue (USAR) Skills,Operational Resilience and Training Directorate,Organisational Development,Damian Candish,Not allocated,,No,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 612,323","£ 560,000","£ 52,323",17,Yes,No,Committee Decision,,01/11/2009,31/03/2011,,31/03/2012,31/03/2012, Lincolnshire County Council
5071,Provision and Installation of a Front Entrance Revolving Door,Technical and Service Support,Property Project Delivery,John Bridger,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 40,000","£ 40,000",£ 0,1,No,No,Delegated Authority,,31/01/2013,28/02/2013,,,28/02/2013, Boon Edam
5070,Steelwork Repairs to Appliance Bay,Technical and Service Support,Property Project Delivery,Gillian Hazlett,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 33,700","£ 25,000","£ 8,700",1,No,No,Standing Order,,10/08/2009,31/08/2009,,,31/08/2009, RJ Holland Ltd
5069,Flat roof work,Technical and Service Support,Agency Leavers,V ABABIO,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 140,154","£ 147,000","(£ 6,846)",4,No,No,Standing Order,,12/11/2009,12/03/2010,,,12/03/2010, Acclaim Contracts Limited
