 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,proclass,proclass
800119818,ARKAS LIMITED,34532,118,0.91,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,119,0.46,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,120,1.07,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,121,1.67,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,122,72.52,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,123,1.75,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,124,0.30,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,125,0.38,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,126,0.46,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,127,0.61,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,128,3.96,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,129,0.46,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,130,0.99,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,131,10.43,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,132,1.52,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,133,8.67,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,134,0.68,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,135,2.66,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,136,0.68,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,137,1.60,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,138,2.66,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,139,0.76,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,140,0.84,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,141,8.75,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,142,0.61,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,143,1.75,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,144,2.21,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,145,0.46,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,146,1.52,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,147,0.84,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,148,0.38,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,149,16.67,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,150,2.28,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,151,0.46,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,152,1.52,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,153,0.76,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,154,0.84,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,155,1.60,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,156,0.30,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,157,3.20,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,158,1.22,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,159,0.53,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,160,12.25,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,161,0.61,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,162,3.50,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,163,36.53,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,164,0.46,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,165,51.36,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,166,0.53,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,167,0.38,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,168,0.76,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,169,0.30,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,170,0.30,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,171,2.21,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,172,1.60,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,173,2.21,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,174,1.07,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,175,0.38,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,176,0.68,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,177,0.61,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,178,0.38,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,179,1.90,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,180,5.94,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,181,2.59,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,182,17.35,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,183,0.61,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,184,0.84,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,185,0.53,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,186,0.84,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,187,2.51,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,188,124.14,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,189,1.22,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,190,1.67,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,191,0.76,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,192,0.46,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,193,2.13,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,194,0.76,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,195,36.68,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,196,0.46,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,197,0.76,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,198,3.65,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,199,0.46,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,200,0.76,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,201,0.68,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119818,ARKAS LIMITED,34532,202,2.74,PLANNED APPLIANCE BAY DOORS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119817,GRADIENT CONSULTANTS LLP,3485,1,90.00,PLANNED ASBESTOS,24/09/18,"3,280.00",Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119817,GRADIENT CONSULTANTS LLP,3485,2,450.00,PLANNED ASBESTOS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119817,GRADIENT CONSULTANTS LLP,3485,3,450.00,PLANNED ASBESTOS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119817,GRADIENT CONSULTANTS LLP,3485,4,90.00,PLANNED ASBESTOS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119817,GRADIENT CONSULTANTS LLP,3485,5,650.00,PLANNED ASBESTOS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119817,GRADIENT CONSULTANTS LLP,3485,6,450.00,PLANNED ASBESTOS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119817,GRADIENT CONSULTANTS LLP,3485,7,650.00,PLANNED ASBESTOS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
800119817,GRADIENT CONSULTANTS LLP,3485,8,450.00,PLANNED ASBESTOS,24/09/18,,Technical and Service Support,Works - Construction,"Works - Construction, R&M"
190918K,CLASSIC VIDEO INTERNATIONAL,41764,1,954.75,PUBLIC RELATIONS,24/09/18,954.75,National Fire Cadets Games,Facilities & Management Services,Education
142409,LONDON PENSIONS FUND AUTHORITY,4285,1,"77,935.32",LOCAL GOVT PENSION SCHEME PAYM,24/09/18,"77,935.32",Central Finance,Financial Services,Financial Services
190918K,BRISTOL UNIFORMS LTD,452269,1,"1,575.74",OPERATIONAL EQUIP-PURCHASE,24/09/18,"1,575.74",Operational Resilience,Fire & Rescue,Clothing
180918K,BT GLOBAL SERVICES,481495,1,"1,826.28",TELECOMMUNICATIONS,24/09/18,"1,826.28",Information and Communication Technology,ICT,ICT
180918V,BT GLOBAL SERVICES,483264,1,"14,497.63",TELECOMMUNICATIONS,24/09/18,"14,497.63",Information and Communication Technology,ICT,ICT
180918K,SCHAWK UK LIMITED,49112/49264,1,"1,319.00",PRINTING,24/09/18,"1,319.00",People Services,Facilities & Management Services,Facilities & Management S
180918K,SCHAWK UK LIMITED,49281,1,344.00,PRINTING,24/09/18,344.00,Fire Stations (South West),Facilities & Management Services,Facilities & Management S
800119799,SPORTSAFE UK LTD,531116,1,"1,402.69",REACTIVE GYM EQUIPMENT,24/09/18,"1,402.69",Technical and Service Support,Sports & Playground Equipment & Maintenance,Sports & Playground Equip
170918F,FAHEY BUILDERS LTD,5496,1,"4,950.00",REACTIVE SMALL WORKS AND PROJ,24/09/18,"4,950.00",Technical and Service Support,Works - Construction,"Works - Construction, R&M"
110918K,ATOS IT SERVICES UK LIMITED,549G6000893718,1,"4,250.00",SOFTWARE COTS,24/09/18,"4,650.00",Information and Communication Technology,ICT,ICT
110918K,ATOS IT SERVICES UK LIMITED,549G6000893718,2,400.00,SOFTWARE COTS,24/09/18,,Information and Communication Technology,ICT,ICT
170918F,FAHEY BUILDERS LTD,5500,1,"3,950.00",REACTIVE SMALL WORKS AND PROJ,24/09/18,"3,950.00",Technical and Service Support,Works - Construction,"Works - Construction, R&M"
180918K,CARPETS & FLOOR COVERS DIRECT,6566,1,829.06,REACTIVE BUILDING FABRIC,24/09/18,829.06,Technical and Service Support,Works - Construction,Building Constr Materials
180918K,CARPETS & FLOOR COVERS DIRECT,6576,1,380.00,REACTIVE BUILDING FABRIC,24/09/18,380.00,Technical and Service Support,Works - Construction,Building Constr Materials
180918K,CARPETS & FLOOR COVERS DIRECT,6617,1,380.00,REACTIVE BUILDING FABRIC,24/09/18,380.00,Technical and Service Support,Works - Construction,Building Constr Materials
190918K,GAS & AIR SERVICES (UK),7642,1,"2,400.00",REPAIR & MAINTENANCE,24/09/18,"2,400.00",Technical and Service Support,Furniture & Soft Furnishings,Building Constr Materials
142409,ALPHABET GB LIMITED,80186010,1,445.78,LEASE CAR CHARGES,24/09/18,411.37,Procurement,Vehicle Management,Vehicle Management
142409,ALPHABET GB LIMITED,80186010,2,-34.41,VAT CAR LEASING,24/09/18,,Finance Services,Vehicle Management,Vehicle Management
142409,ALPHABET GB LIMITED,80186012,1,330.40,LEASE CAR CHARGES,24/09/18,304.42,Procurement,Vehicle Management,Vehicle Management
142409,ALPHABET GB LIMITED,80186012,2,-25.98,VAT CAR LEASING,24/09/18,,Finance Services,Vehicle Management,Vehicle Management
142409,ALPHABET GB LIMITED,80187046,1,"3,963.61",LEASE CAR CHARGES,24/09/18,"3,963.61",Procurement,Vehicle Management,Vehicle Management
142409,ALPHABET GB LIMITED,80187047,1,"3,813.93",LEASE CAR CHARGES,24/09/18,"3,813.93",Procurement,Vehicle Management,Vehicle Management
170918F,E&S B DAVIS LTD,81,1,295.00,OPERATIONAL EQUIP-PURCHASE,24/09/18,295.00,Fire Stations (South West),Fire & Rescue,Environmental Services
190918K,ROYAL MAIL,9057320158,1,317.75,POSTAL SERVICES,24/09/18,317.75,Information and Communication Technology,Mail Services,Mail Services
