 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
220115E,*LOCKHART CATERING EQUIPMENT,2323969,45,6.12,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,46,8.22,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,47,3.34,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,48,30.96,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,49,4.32,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,50,26.02,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,51,7.32,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,52,19.52,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,53,28.68,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,54,27.11,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,55,6.48,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,56,4.28,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,57,3.92,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,58,0.96,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,59,7.9,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,60,5.84,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,61,14.74,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,62,15.34,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,63,55.64,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,64,7.68,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,65,10.28,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,66,2.67,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,67,37.44,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,68,22.78,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,69,3.22,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,70,4.44,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,71,3.58,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
220115E,*LOCKHART CATERING EQUIPMENT,2323969,72,5.34,CATERING EQUIPMENT,29/01/2015,,Operations Fire Stations,Catering
230115C,B NOKES CONTRACTS LTD,2540,1,830,TACTICAL DAY TO DAY,29/01/2015,830,Technical And Service Support,"Works - Construction, R&M"
260115G,B NOKES CONTRACTS LTD,2541,1,"7,586.00",STRATEGIC (NON CYCLICAL),29/01/2015,"7,586.00",Technical and Service Support,"Works - Construction, R&M"
230115C,B NOKES CONTRACTS LTD,2542,1,800,TACTICAL DAY TO DAY,29/01/2015,800,Technical And Service Support,"Works - Construction, R&M"
230115C,B NOKES CONTRACTS LTD,2544,1,520,REMOVALS,29/01/2015,520,Technical And Service Support,"Works - Construction, R&M"
260115G,B NOKES CONTRACTS LTD,2546,1,"6,843.50",STRATEGIC (NON CYCLICAL),29/01/2015,"6,843.50",Technical and Service Support,"Works - Construction, R&M"
260115G,B NOKES CONTRACTS LTD,2547,1,"1,532.50",STRATEGIC (NON CYCLICAL),29/01/2015,"1,532.50",Technical and Service Support,"Works - Construction, R&M"
260115G,B NOKES CONTRACTS LTD,2548,1,"1,185.00",STRATEGIC (NON CYCLICAL),29/01/2015,"1,185.00",Technical and Service Support,"Works - Construction, R&M"
260115G,B NOKES CONTRACTS LTD,2549,1,953,PURCHASES-COMPUTER/EQUIPMENT,29/01/2015,953,Property PFI,"Works - Construction, R&M"
800057327,ADECCO UK LIMITED=============,26979181,1,624.4,FRS STAFF AGENCY,29/01/2015,624.4,Operations Non Fire Stations,Human Resources
800057378,ADECCO UK LIMITED=============,26986681,1,624.4,FRS STAFF AGENCY,29/01/2015,624.4,Operations Non Fire Stations,Human Resources
800057394,ADECCO UK LIMITED=============,26990291,1,675.15,FRS STAFF AGENCY,29/01/2015,675.15,Information and Communication Technology,Human Resources
800057395,ADECCO UK LIMITED=============,26990292,1,675.15,FRS STAFF AGENCY,29/01/2015,675.15,Information and Communication Technology,Human Resources
800056686,ADECCO UK LIMITED=============,27006045,1,"1,674.75",FRS STAFF AGENCY,29/01/2015,"1,674.75",Information and Communication Technology,Human Resources
800056760,ADECCO UK LIMITED=============,27015862,1,624.4,FRS STAFF AGENCY,29/01/2015,624.4,Operations Non Fire Stations,Human Resources
800056814,ADECCO UK LIMITED=============,27022926,1,439.6,FRS STAFF AGENCY,29/01/2015,439.6,Technical And Service Support,Human Resources
800057814,ADECCO UK LIMITED=============,27035102,1,"1,686.30",FRS STAFF AGENCY,29/01/2015,"1,686.30",National Operational Guidance Project,Human Resources
800057817,ADECCO UK LIMITED=============,27035104,1,747.36,FRS STAFF AGENCY,29/01/2015,747.36,Mobilising,Human Resources
800057818,ADECCO UK LIMITED=============,27035105,1,374.64,FRS STAFF AGENCY,29/01/2015,374.64,Regulatory Fire Safety,Human Resources
800057819,ADECCO UK LIMITED=============,27035106,1,861.44,FRS STAFF AGENCY,29/01/2015,861.44,Technical And Service Support,Human Resources
800057823,ADECCO UK LIMITED=============,27037577,1,"1,131.20",FRS STAFF AGENCY,29/01/2015,"1,131.20",Technical And Service Support,Human Resources
800057835,ADECCO UK LIMITED=============,27037584,1,"1,236.50",FRS STAFF AGENCY,29/01/2015,"1,236.50",Legal & Democratic Services,Human Resources
800057836,ADECCO UK LIMITED=============,27037585,1,"1,291.22",FRS STAFF AGENCY,29/01/2015,"1,291.22",Legal & Democratic Services,Human Resources
800057824,ADECCO UK LIMITED=============,27037586,1,"1,281.25",FRS STAFF AGENCY,29/01/2015,"1,281.25",Information and Communication Technology,Human Resources
800057825,ADECCO UK LIMITED=============,27037587,1,"1,281.25",FRS STAFF AGENCY,29/01/2015,"1,281.25",Information and Communication Technology,Human Resources
800057839,ADECCO UK LIMITED=============,27040160,1,439.6,FRS STAFF AGENCY,29/01/2015,439.6,Operational Directorates Support Group,Human Resources
800057840,ADECCO UK LIMITED=============,27040161,1,"1,927.20",FRS STAFF AGENCY,29/01/2015,"1,927.20",National Operational Guidance Project,Human Resources
800057841,ADECCO UK LIMITED=============,27040162,1,624.4,FRS STAFF AGENCY,29/01/2015,624.4,Procurement,Human Resources
800057843,ADECCO UK LIMITED=============,27040164,1,439.6,FRS STAFF AGENCY,29/01/2015,439.6,HR Excluding Secondments,Human Resources
800057845,ADECCO UK LIMITED=============,27040166,1,439.6,FRS STAFF AGENCY,29/01/2015,439.6,HR Excluding Secondments,Human Resources
800057847,ADECCO UK LIMITED=============,27040167,1,747.36,FRS STAFF AGENCY,29/01/2015,747.36,Mobilising,Human Resources
800057848,ADECCO UK LIMITED=============,27040168,1,624.4,FRS STAFF AGENCY,29/01/2015,624.4,Strategy & Performance,Human Resources
800057849,ADECCO UK LIMITED=============,27040169,1,624.4,FRS STAFF AGENCY,29/01/2015,624.4,Regulatory Fire Safety,Human Resources
800057850,ADECCO UK LIMITED=============,27040170,1,"1,509.55",FRS STAFF AGENCY,29/01/2015,"1,509.55",Legal & Democratic Services,Human Resources
800057851,ADECCO UK LIMITED=============,27040171,1,893.2,FRS STAFF AGENCY,29/01/2015,893.2,Vehicle & Equipment Programme,Human Resources
800057852,ADECCO UK LIMITED=============,27040172,1,499.52,FRS STAFF AGENCY,29/01/2015,499.52,Operational Directorates Support Group,Human Resources
800057853,ADECCO UK LIMITED=============,27040173,1,"1,270.34",FRS STAFF AGENCY,29/01/2015,"1,270.34",Corporate Management Secretariat,Human Resources
800057846,ADECCO UK LIMITED=============,27040174,1,"1,471.35",FRS STAFF AGENCY,29/01/2015,"1,471.35",Legal & Democratic Services,Human Resources
800057854,ADECCO UK LIMITED=============,27040175,1,"1,076.80",FRS STAFF AGENCY,29/01/2015,"1,076.80",Technical And Service Support,Human Resources
800057855,ADECCO UK LIMITED=============,27040176,1,823.04,FRS STAFF AGENCY,29/01/2015,823.04,National Operational Guidance Project,Human Resources
800057856,ADECCO UK LIMITED=============,27040177,1,624.4,FRS STAFF AGENCY,29/01/2015,624.4,Operations Non Fire Stations,Human Resources
800057858,ADECCO UK LIMITED=============,27040179,1,603.82,FRS STAFF AGENCY,29/01/2015,603.82,Technical And Service Support,Human Resources
800057860,ADECCO UK LIMITED=============,27040181,1,900.2,FRS STAFF AGENCY,29/01/2015,900.2,National Operational Guidance Project,Human Resources
800057862,ADECCO UK LIMITED=============,27040183,1,624.4,FRS STAFF AGENCY,29/01/2015,624.4,Technical And Service Support,Human Resources
800057863,ADECCO UK LIMITED=============,27040184,1,481.68,FRS STAFF AGENCY,29/01/2015,481.68,Operations Non Fire Stations,Human Resources
800057865,ADECCO UK LIMITED=============,27040186,1,554.75,FRS STAFF AGENCY,29/01/2015,554.75,Strategy & Performance,Human Resources
260115G,CARPETS & FLOOR COVERS DIRECT=,3425,1,"8,523.00",STRATEGIC (NON CYCLICAL),29/01/2015,"8,523.00",Technical And Service Support,Building Constr Materials
230115C,CARPETS & FLOOR COVERS DIRECT=,3429,1,250,TACTICAL DAY TO DAY,29/01/2015,500,Technical And Service Support,Building Constr Materials
230115C,CARPETS & FLOOR COVERS DIRECT=,3429,2,250,TACTICAL DAY TO DAY,29/01/2015,,Technical And Service Support,Building Constr Materials
260115G,CARPETS & FLOOR COVERS DIRECT=,3432*,1,"2,386.94",STRATEGIC (NON CYCLICAL),29/01/2015,"6,989.18",Technical and Service Support,Building Constr Materials
260115G,CARPETS & FLOOR COVERS DIRECT=,3432*,2,"4,602.24",STRATEGIC (NON CYCLICAL),29/01/2015,,Technical and Service Support,Building Constr Materials
230115C,CARPETS & FLOOR COVERS DIRECT=,3441,1,"1,996.42",FIXTURES & FITTINGS,29/01/2015,"1,996.42",Technical And Service Support,Building Constr Materials
260115G,CARPETS & FLOOR COVERS DIRECT=,3442,1,"1,072.00",FIXTURES & FITTINGS,29/01/2015,"1,072.00",Technical And Service Support,Building Constr Materials
230115C,CARPETS & FLOOR COVERS DIRECT=,3452*,1,500,TACTICAL DAY TO DAY,29/01/2015,500,Technical And Service Support,Building Constr Materials
260115G,HUNTERS CONTRACTS LIMITED,348419,1,850.2,OFFICE FURNITURE,29/01/2015,913.97,Technical And Service Support,Furniture
260115G,HUNTERS CONTRACTS LIMITED,348419,2,63.77,OFFICE FURNITURE,29/01/2015,,Technical And Service Support,Furniture
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,1,304.54,REFUSE COLLECTION,29/01/2015,"17,942.02",Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,2,140.2,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,3,245.5,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,4,103.3,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,5,140.2,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,6,103.3,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,7,29.52,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,8,164.5,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,9,112.16,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,10,90.74,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,11,36.9,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,12,143.8,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,13,180.7,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,14,304.54,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,15,140.2,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,16,304.54,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,17,103.3,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,18,335.5,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,19,36.9,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,20,401.74,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,21,103.3,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,22,95.9,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,23,95.2,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,24,36.9,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,25,120.26,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,26,103.3,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,27,304.54,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,28,239.74,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,29,103.3,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,30,140.2,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,31,232.26,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,32,140.2,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,33,112.16,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,34,160.76,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,35,120.26,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,36,180.7,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,37,143.8,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,38,82.64,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,39,239.74,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,40,188.84,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,41,84.12,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,42,82.64,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,43,90.74,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,44,206.48,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,45,152.7,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,46,140.2,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,47,82.64,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,48,95.2,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,49,140.2,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,50,304.54,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,51,103.3,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,52,103.3,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,53,140.2,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,54,29.52,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,55,143.8,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,56,36.9,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,57,180.7,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,58,90.74,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,59,299.36,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,60,140.2,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,61,28.04,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
260115G,MCGRATH BROS (WASTE CONTROL) L,352341,62,90.74,REFUSE COLLECTION,29/01/2015,,Technical And Service Support,Environmental Services
